Domain,Sub domain,Intent,Answer Format,value,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,y_hat
About the team,Our Contact,Contact_method,You may contact us by email at xxxxxx@filleasy.com or mail to our office address: HKSTP xxxxxxx,How do I contact for your company?,-5.676135,-4.114862,-5.1404924,-3.8365896,-3.9576097,-4.9495177,-5.248806,-5.9020004,-6.101405,-5.9166946,-4.18621,-4.3967986,-4.9971776,-4.465727,-4.6996527,-4.678592,-4.594376,-5.12911,-5.040827,0.59425914,-3.7546573,-5.2727385,-5.832715,-5.5140247,-3.4947205,-4.585196,-4.560221,-6.488046,-5.954391,-4.5351295,-4.942903,-5.1034355,-5.175923,-3.5704687,-5.54977,-3.7189932,-5.317401,-5.786361,-4.152759,-5.826496,-4.33074,-5.118456,-5.2587695,-4.330376,-5.4218206,-5.6727533,-5.051738,-4.8007555,-4.447329,-5.292221,-5.425121,-5.3928776,-4.7639723,-3.7068453,-4.5790796,-5.921262,-4.600437,-5.9269943,-5.3862343,-5.5885134,-6.324535,-6.0181746,-5.3424215,-4.48801,-5.019923,-5.5661483,-5.7603703,-5.201518,-5.8899837,-5.1236253,-5.2558346,-4.0220094,-4.8793073,-4.210002,19
About Business Component,Overall,Doubt_usefulness,TBC,What profit can you bring to me?,-5.355206,-4.8499565,-4.346399,-6.018584,-3.8263214,-4.7851977,-4.6320653,-5.2945547,-5.0308986,-4.700033,-4.147957,-4.34137,-5.251774,-4.9963408,-4.5141535,-4.4564004,-4.430574,-3.2458375,-6.7419047,-5.32202,-3.7142737,-2.865564,-5.298897,-5.699058,-5.1577706,-4.0124307,-5.1760745,-5.450469,-5.498105,-5.3794694,-5.5556974,-4.2724023,-5.743806,-4.6024017,-5.7209544,-5.37626,0.6011995,-4.700233,-4.9889884,-5.050643,-5.7698264,-5.15383,-5.3987284,-5.386017,-5.3728666,-5.145073,-5.749924,-5.383184,-4.746616,-5.965917,-5.874354,-5.439959,-5.138895,-5.0159984,-5.861873,-4.7824445,-6.2381296,-4.330471,-4.9815106,-5.3841705,-5.802695,-6.210847,-5.4526825,-4.707053,-4.6951118,-4.012903,-5.515077,-4.6803975,-6.0789666,-5.9577894,-5.3709717,-4.35444,-4.937312,-5.5214944,36
About Business Component,Account,Reset_password,"Go to XXX pages, click ""forget password"" Button and follow its instruction.",How can I restit my password?,-4.910694,-5.209334,-5.6864433,-4.0262284,-5.4899745,-5.952635,1.1928084,-3.8442812,-4.2531967,-3.96278,-5.2505584,-4.7792583,-5.2695737,-5.3268886,-5.966332,-5.002588,-4.7048316,-5.7357845,-5.161678,-5.5180206,-4.432846,-4.3328104,-4.427303,-4.203762,-5.5043244,-5.311064,-5.2427206,-5.2665787,-5.0596595,-4.8060102,-6.376676,-5.397979,-5.403662,-5.747456,-5.025272,-5.8827534,-4.722724,-4.637845,-5.34951,-4.9883738,-5.4187927,-4.918369,-4.735787,-5.061648,-5.236538,-4.969502,-5.4305534,-4.905955,-5.9120803,-5.0641375,-5.0558977,-4.293426,-5.489589,-5.653817,-4.503249,-5.1636324,-5.2130795,-5.78767,-5.0315614,-5.044306,-4.4869323,-4.705312,-4.750929,-5.2759066,-4.663666,-5.2689767,-4.3462973,-4.497753,-5.2676086,-4.114874,-4.8921776,-6.219623,-4.3749266,-4.368711,6
About the team,Our Contact,Contact_method,You may contact us by email at xxxxxx@filleasy.com or mail to our office address: HKSTP xxxxxxx,And what is your e-mail address?,-5.62416,-4.039198,-5.095852,-3.7694154,-3.8961568,-4.955219,-5.2562637,-5.891041,-6.0818315,-5.9018865,-4.095489,-4.376895,-5.011372,-4.5034566,-4.627591,-4.7293587,-4.601426,-5.0760345,-5.062839,0.61365986,-3.8467567,-5.279077,-5.8170495,-5.4578347,-3.5918193,-4.580832,-4.554951,-6.506407,-5.941105,-4.5704417,-4.9292808,-5.0526757,-5.216849,-3.5347912,-5.5816545,-3.6281483,-5.29074,-5.772128,-4.052431,-5.837243,-4.3289437,-5.113981,-5.2527046,-4.324668,-5.4141555,-5.705743,-5.0174828,-4.817507,-4.489321,-5.371131,-5.4294653,-5.3828063,-4.7497997,-3.7469769,-4.5338273,-5.8968287,-4.618632,-5.8960185,-5.3350954,-5.6093965,-6.3714004,-6.020901,-5.32454,-4.465529,-5.0514092,-5.544704,-5.736331,-5.1913137,-5.925149,-5.1091876,-5.252892,-4.0104904,-4.8611236,-4.1803493,19
About Techology,iAM SMART Integration,iamsmart_summary,iAM Smart is a gov app for authentication. ,What's the relationship between iAMSMART and fill-easy?,-4.6734586,-3.8967595,-3.725571,-5.596117,-4.9460526,-5.133946,-5.8459992,-5.638741,-5.891676,-5.4860506,-4.3198385,-5.7091746,-5.380073,-4.6269274,0.97207546,-5.8023148,-4.922788,-4.81896,-5.163779,-4.7002683,-6.0260386,-5.3346252,-5.4268336,-4.176037,-5.552036,-4.60541,-5.396054,-5.160074,-4.944501,-5.374815,-4.6575637,-4.880338,-5.2076087,-4.519315,-4.726817,-4.722579,-4.766234,-5.127242,-4.634717,-4.7627006,-4.689921,-5.0994577,-4.1021085,-4.9753942,-5.026624,-4.3530545,-4.4939084,-4.473246,-4.65019,-5.626249,-5.1658635,-6.2316947,-5.788587,-5.4889426,-4.9634633,-4.5172534,-5.5404053,-5.894174,-5.2386713,-4.7313914,-5.309266,-5.5339046,-5.3411827,-5.425119,-5.5169554,-5.966064,-6.1957493,-4.816419,-5.2494636,-5.0522647,-4.8550525,-4.9389153,-2.9340003,-5.6820264,14
About Techology,Form recognizer,Form_recognizer_rejecting_photo,Our Form recognizer requires the form placing in a spcific location of the photo. Please straightly follow the instruction.,Why did the form-recognisator refuse my picture?,-5.2400255,-5.8140316,-5.1966815,-4.6640315,-4.5189567,-3.7650833,-4.097702,-4.0369678,-4.5009875,-5.2204466,-5.9133534,-5.183802,-4.793847,-4.6295066,-5.183232,-6.0086226,-4.767271,-5.168629,-4.700777,-5.16667,-6.139482,-4.749596,-3.7857168,-5.177021,-5.04177,-4.8850665,-4.3732657,-4.6111584,-4.9537992,-6.071021,-5.5816183,-4.7316046,-4.1496363,-4.8237123,-5.0099397,-5.5957174,-5.5287986,-4.3358107,-5.217692,-5.1038623,-5.371971,-5.48246,-5.4106092,-5.7954183,-6.028995,-4.310755,-5.2196207,-5.1389966,-5.3277674,-5.1969366,-4.194135,-4.046003,-5.264587,-4.9754353,-5.2059584,-4.0038586,-4.186169,-5.639783,-4.793965,-4.260387,-3.6294937,-3.446707,-3.9615679,-5.4829226,-5.2975454,-5.262674,-3.6731596,-6.103325,-5.425394,0.9423781,-4.3585653,-6.204693,-5.5235996,-5.164517,69
About Business Component,Filling ,Filling Flow,"Filling all fields under each penal of ""Fill in"" and then press ""finish!"" botton","I have chosen my company, so now what?",-5.6921864,-5.1307397,-5.0293665,-4.279915,-4.5783844,-4.019339,-5.269796,-5.4515815,-5.2506633,-5.9351296,-5.6972227,-4.156563,-5.154433,-5.095644,-5.4114137,-5.5638356,-4.2361226,-5.2117143,-5.755548,-3.5990102,-3.8816013,-5.484454,-5.1163006,-5.3560066,-4.7718287,-3.194213,-4.1596556,-5.511572,-5.4823685,-3.79788,-3.3831272,-4.3789897,-4.429053,-4.962345,-5.7839527,-3.9972763,-5.29497,-4.6991735,-4.666382,-5.1803365,-5.011126,-4.2514577,-5.6524053,-4.9098244,-6.229196,-4.6613736,-5.13637,-4.914982,-3.8380086,-5.0270586,-5.6666646,-5.150788,-3.922471,0.77149117,-5.710591,-5.7333856,-4.3461576,-4.668702,-4.7955465,-5.907363,-6.0767245,-5.834857,-5.061617,-5.2445207,-5.463887,-5.6121364,-4.7014017,-4.5460033,-5.1600504,-5.0242524,-5.9545145,-4.5325046,-5.8945007,-4.002081,53
About company,Current,Fee,Our srevic is free to use and won't charge any from you. We charge a small service fee from our platform companies. ,How much will I have to be charged?,-4.686327,-5.3746996,-3.682002,-4.9768224,-4.822443,-4.7156806,-5.497316,-4.6966863,-4.752553,-5.3464947,-3.607325,-4.3575854,-4.4885845,-3.557555,-4.6996417,-4.904724,-5.180099,0.7614969,-5.600509,-5.3268375,-4.54258,-4.511064,-5.598088,-5.8392353,-4.0719004,-4.439266,-4.403939,-4.694489,-4.3488765,-5.942818,-4.338768,-4.178888,-4.9128876,-4.7436323,-5.20332,-4.5691123,-3.267143,-4.0403194,-5.198701,-4.700338,-5.5751395,-5.2396126,-4.231213,-5.120213,-4.8431296,-4.5574436,-5.1256137,-5.418358,-5.479341,-5.4818172,-6.1765065,-5.2926188,-5.1680264,-5.09567,-4.75822,-5.156294,-5.450821,-4.9883204,-4.9480176,-5.2754097,-5.374837,-5.720349,-5.0749135,-4.6366677,-4.686882,-4.3426847,-5.4590387,-4.5105524,-5.043795,-5.2135797,-5.46926,-3.8218746,-5.5529146,-5.903108,17
About company,Current,Partner,"iAMSMART, HSBC, insurance etc. coming soon ",What companies connec to your service?,-5.125711,-4.925323,-5.1526637,-5.853152,-5.516337,-5.754754,-5.537246,-4.4022574,-6.0586505,-3.903786,-5.326505,-5.475653,-5.7725186,-5.492001,-4.933093,-5.688082,-3.4441197,-6.1031995,-4.0546474,-5.520634,-6.1269007,-5.361406,-5.7535567,-4.9160132,-5.6969433,-5.098778,-5.6994348,-4.8503675,-5.0173025,-4.1437783,-5.200586,-5.488106,-4.8499265,-4.846385,0.35238123,-5.707598,-5.075314,-5.9256573,-5.197295,-5.2046027,-4.0876,-4.5066886,-3.471303,-4.666633,-5.2778883,-5.117288,-4.684687,-4.036985,-5.3883266,-4.279604,-4.448898,-3.8382933,-5.41307,-5.934241,-5.2222276,-5.9595246,-4.7389097,-5.7961946,-5.949697,-4.207485,-5.0483522,-4.9800243,-5.128684,-5.2311273,-4.626725,-5.9908185,-5.5339947,-5.3441405,-3.961406,-5.0022316,-5.09042,-5.501591,-4.7831335,-5.3124566,34
About company,Current,Collaboration,"For our partners powered by Fill Easy and iAMSMART, we always have a prior agreement with them to send our information to them. Fill Easy and our partner have established a secure online channel to pass information between us two.",Talk to us about your partnership.,-5.18964,-5.062393,-3.9169796,-5.1774445,-3.6980164,-4.5069737,-5.981549,-5.032476,-5.749596,-6.285582,-4.8302255,-4.9471917,-4.4716387,-4.646269,-4.409716,-4.3885403,-4.444519,-4.4720497,-4.9228024,-3.6950245,-5.269294,-4.4664946,-5.6642766,-4.671575,-4.1550136,-3.9625254,-4.633145,-6.10627,-5.6563478,-5.28848,-5.0432982,-4.384375,-5.222486,0.83142686,-5.691954,-4.9226027,-4.3213897,-5.4779825,-4.3395863,-6.5920663,-4.9897017,-5.044903,-5.352167,-5.934859,-5.780946,-5.7714334,-5.1787295,-4.3454895,-4.345147,-6.0225663,-4.902205,-5.740606,-5.637438,-5.204852,-5.2344537,-3.6658666,-5.2801933,-4.796283,-4.9021583,-5.265377,-6.702826,-6.2369123,-4.877731,-4.686219,-5.0109596,-3.8306046,-5.9339166,-6.0586877,-5.589327,-5.209335,-5.0126514,-3.947278,-5.094673,-5.583407,33
About Business Component,Post Servicing,Submission_tracing,We will send a notice to you once the form is submitted. The related parties will also snd an email to your register email to confirm recieving the submission .,How can I check the submission status of the form I have sent?,-5.3036404,-5.5028753,-4.715916,-4.563443,-4.837088,-4.451679,-5.7864976,-5.409939,-5.7076197,-6.3113503,-5.0846977,-4.325504,-5.0788026,-3.2215059,-5.728292,-4.2210984,-6.0936885,-4.239441,-4.7641068,-3.6319656,-4.9523473,-4.588966,-5.124668,-6.356269,1.0177867,-4.73776,-4.6414666,-5.487868,-5.404081,-5.8394322,-5.360709,-4.3792,-4.913985,-4.0112696,-5.058826,-5.365658,-4.978892,-5.0458436,-5.0138836,-4.782286,-4.4819922,-5.0521,-5.212249,-5.101379,-4.823776,-5.67727,-5.734115,-4.7581306,-4.8142533,-5.0704565,-4.884692,-5.3100605,-4.3148136,-4.7435107,-5.2707086,-5.1344786,-4.901871,-5.4719357,-5.219222,-4.881598,-4.7281594,-5.786057,-4.800582,-4.2158775,-4.8634095,-4.923018,-5.440748,-5.2345066,-5.3603745,-5.339015,-4.883227,-4.5060396,-5.6982527,-5.4231405,24
About Business Component,Filling ,Filling Flow,"Filling all fields under each penal of ""Fill in"" and then press ""finish!"" botton",Explore how to fill out the forms.,-5.762778,-5.195579,-5.0042257,-4.33242,-4.5935984,-3.9844308,-5.2914085,-5.4783707,-5.2171955,-5.948391,-5.7589355,-4.1763034,-5.175679,-5.0511975,-5.430072,-5.6078396,-4.2624,-5.2757144,-5.7932973,-3.73283,-4.0066137,-5.5132227,-5.0825667,-5.3397183,-4.755543,-3.2776217,-4.2090425,-5.423775,-5.476473,-3.7842124,-3.4835088,-4.414675,-4.4577026,-4.9814157,-5.765467,-4.1044936,-5.351157,-4.6452823,-4.7746973,-5.1773868,-5.012831,-4.1525526,-5.642901,-4.896546,-6.265281,-4.6278644,-5.149581,-4.9667068,-3.6896856,-5.0711927,-5.6487436,-5.160787,-4.026519,0.7405971,-5.685523,-5.681313,-4.295376,-4.6821375,-4.828739,-5.8912973,-6.0189123,-5.828046,-5.0162854,-5.267937,-5.4608016,-5.693616,-4.688834,-4.504909,-5.127533,-4.9902496,-5.9425454,-4.6213927,-5.900269,-4.036929,53
About Business Component,Filling ,Filling_sensitive_info,"You can skip filling any field if you are not comfortable to provide, and handle it offline. ","I'm not safe to enter the account number, can I miss it?",-4.610558,-4.5447183,-4.775882,-4.4684544,-5.02228,-5.394348,-4.2729716,-5.1218953,-5.2872863,-3.9581892,-4.7312155,-5.599121,-5.4274883,-4.4712973,-5.2163982,-4.6951795,-4.864656,-4.9559207,-4.322002,-4.351987,-4.8845534,-5.2644777,-5.2939277,-4.5125546,-5.7449846,-5.77223,-5.5943856,-5.5533643,-5.0402527,-5.1127725,-4.627028,-4.682687,-5.752158,-5.0102334,-5.0665135,-3.9094672,-5.398151,-5.3100176,-4.984365,-5.088336,-4.3922615,-5.5162544,-5.1296563,-4.485236,-3.4277809,-5.4564795,-4.3615794,-5.2702007,-5.9747515,-4.7916064,-4.5660405,-4.4308357,-5.2856965,-5.9745874,1.1172634,-6.2214136,-4.859327,-5.79247,-5.125911,-5.482771,-4.459905,-5.5205874,-4.624943,-4.330267,-4.8376083,-5.633653,-5.1406794,-4.947465,-4.3273077,-5.1511703,-4.7833505,-4.796029,-4.732368,-4.6865215,54
Others,About Conversation,Gratitude,No Problem. Do you have other question?,That¡¦s helpful,-4.9403515,-5.00412,-4.4773254,-5.465799,-4.659061,-4.383484,-5.1681747,-5.3268633,-5.499742,-5.614028,-5.060347,-3.8442929,-3.9228349,-5.9350724,-5.3261075,-4.144103,-5.0181823,-4.0948167,-5.021636,-5.1563272,-4.9862742,-3.9518094,-6.276621,-5.2958302,-4.7749147,-4.1815586,-5.449332,-6.233803,-5.4933853,-5.2663937,-5.830865,-3.6609116,-5.051174,-3.880094,-5.4284034,-5.412704,-3.6154592,-5.923789,-4.281755,-5.798348,-4.5708585,-5.809623,-4.481305,-5.574276,-5.267903,-5.2806625,-5.5111413,-4.7106333,-5.5491486,-5.607873,-5.808717,-5.7913537,-4.815067,-5.7724156,-5.4657297,-4.0573163,-5.4506745,-4.171555,-3.886852,-5.5237074,-6.3391156,-5.524523,-4.8955154,-3.9924567,-3.4248161,0.88677275,-4.86517,-5.636456,-6.410414,-5.6843348,-5.4037685,-4.343889,-5.7609496,-4.5361104,65
About Techology,Data Security & Privacy,sensitive_data_storage,All of your personal and sensitive data will only be stored in iAMSMART.,Do you store my personal data?,-4.9847465,-5.348939,-5.035679,-5.1981177,-5.1742854,-4.857495,-5.290907,-3.9158618,-3.8494377,-5.185304,-5.3009133,-3.1741378,0.79510844,-5.010272,-5.7685375,-4.444081,-5.3329263,-4.6356325,-5.2107224,-4.9655714,-5.395162,-3.886947,-4.6384935,-6.2062345,-4.797512,-3.896443,-4.7193074,-5.198789,-5.477592,-5.2077856,-5.1223426,-4.854132,-5.2395587,-4.5220485,-5.711017,-5.9815097,-4.9797635,-5.4873295,-4.8112583,-6.406713,-5.70751,-6.0150366,-5.806849,-5.7109704,-4.856546,-5.3952684,-5.565598,-5.140595,-5.2733297,-4.715214,-4.6594877,-5.716091,-5.3084636,-5.1084976,-5.3247685,-4.6843,-4.969256,-4.45887,-4.0429554,-4.4344754,-4.0802813,-3.971931,-5.482264,-4.5299826,-4.891474,-3.5826685,-4.6439185,-6.2998333,-5.018236,-4.8989635,-4.882381,-5.1918035,-5.738781,-5.055902,12
About Business Component,Selection,Form_geography,We currently covered companies ion Hong Kong only but will expand it to other countries in the future.,Would you cover the Forms from Foreign Companies?,-5.286842,-5.991308,-4.2712884,-5.0462794,-5.724324,-4.146703,-5.754218,-4.7577915,-4.982814,-5.38421,-5.013523,-4.6846814,-5.0513377,-5.3259845,-5.688745,-4.5628967,-4.1207433,-5.327744,-4.96618,-5.1036754,-4.761966,-5.2398458,-5.050374,-5.5660944,-4.456562,-5.1770587,-5.46845,-5.753493,-4.293585,-5.1561284,-4.747138,-4.3085876,1.1006427,-4.907065,-5.2370663,-5.242399,-5.884388,-5.630062,-5.563491,-4.0035295,-5.3408723,-6.3122196,-4.505076,-4.927114,-5.116218,-5.95083,-4.518802,-3.8844829,-4.4888916,-5.098978,-5.0356116,-4.7154856,-4.1528945,-5.0489,-5.801995,-4.8318744,-4.5824423,-5.3652077,-5.473558,-5.2653146,-5.390426,-4.46645,-5.5166955,-5.58042,-5.3367467,-5.402059,-4.491431,-4.9796014,-5.259938,-4.3635907,-5.194971,-4.9242034,-5.7703714,-4.932464,32
About Business Component,Filling ,Filling Flow,"Filling all fields under each penal of ""Fill in"" and then press ""finish!"" botton","I have picked my company, now what?",-5.7326117,-5.2544203,-4.977778,-4.4024224,-4.5605,-3.9431663,-5.311838,-5.4479914,-5.3105283,-6.0294347,-5.6921153,-4.1804433,-5.175338,-5.016038,-5.4781375,-5.5746408,-4.199882,-5.2407875,-5.839306,-3.6414742,-3.8906028,-5.456326,-5.134814,-5.420928,-4.774509,-3.0608044,-4.163028,-5.5296574,-5.608111,-3.8731842,-3.5064871,-4.41806,-4.4859924,-4.956824,-5.7797627,-4.1315603,-5.229143,-4.6464515,-4.764652,-5.239797,-5.0783916,-4.1364055,-5.7454643,-4.997838,-6.335929,-4.653652,-5.214725,-5.0192885,-3.529024,-5.069615,-5.6621327,-5.2165627,-4.044692,0.6914295,-5.7715726,-5.70568,-4.3749185,-4.640533,-4.791732,-5.937411,-6.0679455,-5.915299,-5.1095095,-5.27441,-5.425327,-5.654275,-4.74191,-4.6471877,-5.239016,-5.0703893,-6.027336,-4.552366,-5.9026613,-4.040151,53
About Business Component,Selection,Form_type,"We currently cover forms for changing personal particular, which include changing Name & id/ Address/ Employment status/ benifical owner, etc. ",Can I fill out all forms with your service?,-3.627722,-4.661316,-4.573109,-5.4356227,-5.575478,-5.3880696,-5.0326777,-5.482585,-5.562788,-4.5050607,-4.9798784,-5.2369456,-6.1065135,-5.5595903,-4.534156,-4.791858,-5.7158194,-4.832907,-4.718572,-5.734451,-4.4092937,-4.6273317,-4.5976815,-5.918101,-4.625964,-6.095051,-6.069063,-4.047834,-3.90633,-5.3911595,-4.7930174,-4.793266,-3.6174915,-6.302332,-5.02698,-4.6150656,-4.8844876,-5.518861,-4.8084536,0.9462778,-4.882684,-5.118244,-4.699674,-5.0573344,-5.107887,-5.2236986,-4.8424697,-4.785036,-5.4804125,-3.9981382,-5.392955,-4.5292163,-4.245359,-5.437231,-5.134023,-5.9262576,-6.0274997,-5.612648,-5.353701,-4.978923,-4.456221,-4.515515,-5.582467,-6.151029,-6.040264,-6.093415,-5.3584757,-4.24669,-5.230658,-4.8959346,-5.353355,-4.3749757,-5.532655,-5.379491,39
About company,Current,Collaboration,"For our partners powered by Fill Easy and iAMSMART, we always have a prior agreement with them to send our information to them. Fill Easy and our partner have established a secure online channel to pass information between us two.",What is the collaborative method between you and your partners?,-5.1538897,-5.0416155,-3.9586036,-5.1763825,-3.7276366,-4.5815396,-5.956883,-5.0492787,-5.726433,-6.304218,-4.8036475,-5.003781,-4.5089664,-4.655481,-4.3380284,-4.4357576,-4.4437857,-4.4967318,-4.9644647,-3.7443814,-5.2585897,-4.447314,-5.639063,-4.6499586,-4.2061753,-3.9083633,-4.640048,-6.0967984,-5.67537,-5.304063,-5.0353937,-4.4313493,-5.260777,0.8058733,-5.7180624,-4.9182262,-4.3090005,-5.4431343,-4.3357296,-6.5907083,-5.0584326,-5.0330377,-5.362093,-5.9331274,-5.8188243,-5.737197,-5.1549306,-4.355048,-4.3311367,-6.043816,-4.931682,-5.773464,-5.6247525,-5.205389,-5.271426,-3.7097528,-5.3511066,-4.8530602,-4.8678355,-5.233111,-6.702024,-6.21577,-4.86504,-4.7290316,-5.041931,-3.8945994,-5.954959,-6.059866,-5.5845094,-5.2412586,-5.0184255,-3.9491277,-5.0935407,-5.59295,33
About Business Component,Overall,Service_Updates,"We periodically use our AI technology, ""Form recognizer"" , to make comparsion between the newest form and the one we are using to ensure they are always up-to-date.",Can you make a guarantee your forms are all up to date?,-5.1789722,-4.7562757,-4.70081,-4.4163003,-5.6796103,-5.644356,-4.848562,-6.1004295,-4.909617,-4.793625,-5.2905116,-5.214349,-6.1516137,-6.219741,-5.154667,-5.047369,-5.3139324,-4.867899,-5.16916,-5.2789044,-4.9896693,-4.798599,-5.42373,-4.567676,-5.1669817,-5.8534193,-5.7162848,-5.1731844,-4.087462,-3.6177049,-5.1968937,-5.258697,-4.8808284,-5.9419045,-5.085897,-4.195605,-5.3036346,-5.1401196,-5.7502446,-4.3527637,-5.2482324,-4.4646845,-4.4704647,-3.6083374,-4.39933,-4.4994264,-4.206489,-4.659449,-5.63849,-5.0835705,-5.7569647,-5.115352,-4.387041,-4.651065,-4.8696265,-5.9204726,-5.4850864,-5.3960304,-5.310307,-5.2024636,-5.7037086,-6.016859,-4.415866,-4.978387,-5.7170863,-6.1191587,-4.4737444,1.0441557,-4.079008,-6.022865,-4.7126217,-5.6120486,-5.0098696,-4.713772,67
About Business Component,Overall,Flow_summary,"Click ""start"" -> select your require function and companies -> fill all the field come out -> press ""submit"" -> press ""using iAM Smart"" -> sign the form with iam Smart digital signature -> submit the form",Give me the manual for use your form-filling service.,-4.830466,-5.340906,-3.8506744,-5.0364046,-4.6381984,-4.248185,-5.360917,-5.3502975,-5.4134154,-6.546746,-5.210948,-4.5264134,-4.2138286,-5.1501145,-4.535268,-5.415654,-3.748707,-4.3395348,-5.574487,-4.7432566,-5.071349,-4.2585006,-5.240338,-5.3114853,-4.5998826,0.57234484,-4.6587625,-6.0194163,-5.935857,-5.4596634,-4.2252607,-3.9119842,-4.917244,-3.8202415,-5.521094,-4.9463277,-4.0586133,-4.735985,-4.044828,-6.0204163,-5.487825,-4.6538906,-5.6758738,-5.45679,-6.036483,-4.74614,-4.9477997,-5.1549616,-3.3619015,-5.5370555,-5.4463973,-6.0155783,-4.7939606,-3.238754,-5.800421,-5.23169,-5.1912594,-4.7908373,-3.5251045,-5.2653685,-5.8559003,-6.3375597,-5.303213,-4.9493837,-4.4021688,-4.3271394,-5.06203,-5.775479,-5.2272706,-5.54037,-6.500879,-4.812925,-5.339167,-4.110097,25
About Business Component,Filling ,Input_num_of_times,We deduplicate the field required to submit your forms. You only have to fill in your information once for your occassion!,tell me if I could fill different forms all at once.,-4.7784534,-6.006801,-5.587706,-5.737857,-5.478434,-5.72555,-5.3203244,-4.251042,-4.668632,-4.38424,-5.702608,-5.39886,-4.849546,-5.4781165,-5.4598274,-5.836159,-5.594968,-5.3113165,-5.68521,-6.200207,-5.9357834,-4.885727,-2.4015965,-5.2387104,-5.244558,-5.6410246,-5.48983,0.9853574,-4.828233,-5.6703515,-3.9902604,-5.6306295,-5.1990833,-5.8403106,-4.612006,-6.226428,-5.365088,-4.568297,-5.6765175,-4.0798492,-6.204086,-4.7912126,-5.2245436,-5.62544,-5.462167,-4.5917416,-5.750107,-6.489415,-5.42438,-4.339772,-4.2349896,-3.470381,-6.0718184,-5.4157796,-5.6915636,-4.703074,-5.5187263,-5.822531,-5.94527,-4.91667,-3.971298,-3.850108,-4.4236135,-5.49766,-5.1329303,-5.9122205,-4.9684424,-5.3913503,-4.519338,-4.8530016,-4.8744316,-5.2840943,-5.270689,-6.1322284,27
About Techology,iAM SMART Integration,iamsmart_summary,iAM Smart is a gov app for authentication. ,How does iamsmart integration work?,-4.6514134,-3.9330814,-3.7393384,-5.5975585,-4.9399543,-5.155269,-5.8267136,-5.6389585,-5.8940687,-5.4848323,-4.282439,-5.7108083,-5.3685527,-4.610451,0.9672868,-5.813932,-4.9351964,-4.8202915,-5.1982174,-4.704218,-6.030703,-5.313946,-5.438688,-4.2010994,-5.560736,-4.588862,-5.4026732,-5.1480107,-4.9620857,-5.4058394,-4.620905,-4.8952837,-5.20993,-4.578174,-4.7336164,-4.7209606,-4.773952,-5.108037,-4.6427975,-4.7637553,-4.741287,-5.0935698,-4.14851,-4.9840097,-5.043276,-4.3534603,-4.5157094,-4.4929795,-4.6561446,-5.6352177,-5.175477,-6.249495,-5.788203,-5.4867897,-4.969939,-4.542222,-5.532373,-5.9059477,-5.2173076,-4.7250857,-5.284506,-5.5196476,-5.348297,-5.449121,-5.5341077,-5.9918723,-6.1987357,-4.8268056,-5.247772,-5.0669885,-4.8754067,-4.9580007,-2.899755,-5.689813,14
About company,Current,Fee,Our srevic is free to use and won't charge any from you. We charge a small service fee from our platform companies. ,How are you chargeing your service?,-4.6571455,-5.356143,-3.680104,-5.0045238,-4.8373804,-4.6747212,-5.5086246,-4.7040067,-4.760166,-5.3157787,-3.6445827,-4.334084,-4.4504395,-3.4907868,-4.6755686,-4.8592997,-5.1877513,0.77313304,-5.5645432,-5.325019,-4.5386353,-4.512782,-5.5846596,-5.8537908,-4.040766,-4.4467955,-4.3909216,-4.663072,-4.3424997,-5.947653,-4.3256044,-4.200959,-4.9114738,-4.739278,-5.2000012,-4.5866165,-3.2765634,-4.048822,-5.196387,-4.672542,-5.5585256,-5.2086554,-4.234662,-5.126253,-4.813623,-4.548903,-5.1175404,-5.4145713,-5.457547,-5.451518,-6.168368,-5.2883353,-5.148217,-5.10771,-4.7294083,-5.1398525,-5.42991,-4.9949427,-4.947385,-5.261022,-5.3361735,-5.6814976,-5.0855823,-4.6378508,-4.6843657,-4.3525133,-5.4581184,-4.5270457,-5.0313244,-5.182345,-5.4658628,-3.813653,-5.54848,-5.9118,17
About Techology,Data Security & Privacy,data_storage,We may keep record if you used our service and other information in your account per your requests.,So what types of data will you store?,-4.5403414,-4.7404237,-4.7962213,-4.2991734,-4.438712,-4.064406,-5.325478,-3.883925,-4.816818,-5.8030753,-4.9348536,0.8416671,-3.2745407,-4.697296,-5.4484496,-4.179996,-5.50873,-4.394827,-5.6134133,-4.249151,-5.083116,-4.4093933,-5.050131,-6.419205,-4.1711807,-4.201723,-5.12073,-5.7544174,-5.308439,-5.4511695,-5.332515,-4.6084843,-4.7718854,-4.662848,-5.813111,-5.4357233,-4.5094414,-5.271889,-4.459587,-5.6015034,-5.3281612,-5.464346,-6.0037227,-5.6704917,-5.651079,-5.9408393,-6.0941243,-4.9177575,-4.8488584,-5.100012,-6.0123725,-5.9974527,-4.5156155,-4.107172,-5.5166993,-4.989943,-4.6112857,-4.735179,-4.285567,-5.329835,-5.7568784,-5.5793,-6.1994715,-4.757605,-5.398962,-4.2133517,-5.715766,-5.4852805,-6.2753835,-5.058659,-5.8133273,-5.1339817,-5.545039,-5.322041,11
